event;winner;height;weight;reach;bday;loser;l_height;l_weight;l_reach;l_bday
UFC 263: Adesanya vs. Vettori 2;Fares Ziam;"5' 8""";155 lbs.;"73""";Jan 16, 1996;Luigi Vendramini;"6' 1""";155 lbs.;"75""";Mar 21, 1997
UFC 263: Adesanya vs. Vettori 2;Carlos Felipe;"6' 3""";230 lbs.;"78""";Oct 25, 1988;Jake Collier;"6' 0""";245 lbs.;"75""";Jan 12, 1995
UFC Fight Night: Makhachev vs. Moises;Islam Makhachev;"5' 9""";155 lbs.;"70""";Mar 23, 1995;Thiago Moises;"5' 10""";155 lbs.;"70""";Oct 27, 1991
UFC Fight Night: Makhachev vs. Moises;Miesha Tate;"5' 6""";135 lbs.;"68""";Jun 20, 1977;Marion Reneau;"5' 6""";135 lbs.;"65""";Aug 18, 1986
UFC Fight Night: Makhachev vs. Moises;Mateusz Gamrot;"5' 9""";145 lbs.;"71""";May 25, 1986;Jeremy Stephens;"5' 10""";155 lbs.;"70""";Dec 11, 1990
UFC Fight Night: Makhachev vs. Moises;Rodolfo Vieira;"6' 0""";185 lbs.;"75""";Nov 15, 1991;Dustin Stoltzfus;"6' 0""";185 lbs.;"73""";Sep 25, 1989
UFC Fight Night: Makhachev vs. Moises;Billy Quarantillo;"5' 8""";145 lbs.;"71""";Jun 15, 1988;Gabriel Benitez;"5' 10""";145 lbs.;"70""";Dec 08, 1988
UFC Fight Night: Makhachev vs. Moises;Daniel Rodriguez;"5' 11""";170 lbs.;"71""";Jul 15, 1995;Preston Parsons;"6' 1""";170 lbs.;"74""";Dec 31, 1986
UFC Fight Night: Makhachev vs. Moises;Amanda Lemos;"5' 0""";115 lbs.;"61""";Feb 03, 1993;Montserrat Conejo;"5' 4""";115 lbs.;"65""";May 22, 1987
UFC Fight Night: Makhachev vs. Moises;Sergey Morozov;"5' 5""";135 lbs.;"69""";Feb 15, 1992;Khalid Taha;"5' 6""";135 lbs.;"67""";Jun 14, 1989
UFC Fight Night: Makhachev vs. Moises;Malcolm Gordon;"5' 6""";125 lbs.;"68""";Oct 23, 1989;Francisco Figueiredo;"5' 7""";125 lbs.;"71""";May 19, 1990
UFC Fight Night: Makhachev vs. Moises;Rodrigo Nascimento;"6' 3""";243 lbs.;"79""";Feb 01, 1988;Alan Baudot;"6' 2""";246 lbs.;"80""";Nov 26, 1992
UFC 264: Poirier vs. McGregor 3;Dustin Poirier;"5' 9""";155 lbs.;"74""";Jul 14, 1988;Conor McGregor;"5' 9""";155 lbs.;"72""";Jan 19, 1989
UFC 264: Poirier vs. McGregor 3;Dustin Poirier;"5' 9""";155 lbs.;"74""";Jul 14, 1988;Conor McGregor;"5' 9""";155 lbs.;"72""";Jan 19, 1989
UFC 264: Poirier vs. McGregor 3;Gilbert Burns;"6' 0""";170 lbs.;"75""";Feb 11, 1983;Stephen Thompson;"5' 10""";170 lbs.;"71""";Jul 20, 1986
UFC 264: Poirier vs. McGregor 3;Tai Tuivasa;"6' 5""";265 lbs.;"80""";Jul 28, 1988;Greg Hardy;"6' 2""";264 lbs.;"75""";Mar 16, 1993
UFC 264: Poirier vs. McGregor 3;Irene Aldana;"5' 6""";135 lbs.;"68""";Nov 11, 1989;Yana Kunitskaya;"5' 9""";135 lbs.;"68""";Mar 26, 1988
UFC 264: Poirier vs. McGregor 3;Sean O'Malley;"5' 7""";135 lbs.;"68""";Aug 09, 1992;Kris Moutinho;"5' 11""";135 lbs.;"72""";Oct 24, 1994
UFC 264: Poirier vs. McGregor 3;Max Griffin;"6' 2""";170 lbs.;"75""";Apr 26, 1984;Carlos Condit;"5' 11""";170 lbs.;"76""";Nov 29, 1985
UFC 264: Poirier vs. McGregor 3;Michel Pereira;"6' 0""";170 lbs.;"76""";Sep 29, 1989;Niko Price;"6' 1""";170 lbs.;"73""";Oct 06, 1993
UFC 264: Poirier vs. McGregor 3;Ilia Topuria;"5' 10""";145 lbs.;"70""";Feb 22, 1985;Ryan Hall;"5' 7""";155 lbs.;"69""";Jan 21, 1997
UFC 264: Poirier vs. McGregor 3;Dricus Du Plessis;"6' 0""";185 lbs.;"74""";Aug 06, 1992;Trevin Giles;"6' 1""";185 lbs.;"76""";Jan 14, 1994
UFC 264: Poirier vs. McGregor 3;Jennifer Maia;"5' 6""";125 lbs.;"66""";Jul 27, 1986;Jessica Eye;"5' 4""";125 lbs.;"64""";Oct 06, 1988
UFC 264: Poirier vs. McGregor 3;Brad Tavares;"6' 0""";185 lbs.;"73""";Oct 12, 1987;Omari Akhmedov;"6' 1""";185 lbs.;"74""";Dec 21, 1987
UFC 264: Poirier vs. McGregor 3;Zhalgas Zhumagulov;"5' 10""";125 lbs.;"72""";Apr 22, 1995;Jerome Rivera;"5' 4""";125 lbs.;"66""";Aug 29, 1988
UFC Fight Night: Cannonier vs. Gastelum;Jared Cannonier;"5' 9""";185 lbs.;"71""";Oct 24, 1991;Kelvin Gastelum;"5' 11""";185 lbs.;"77""";Mar 16, 1984
UFC Fight Night: Cannonier vs. Gastelum;Mark Madsen;"5' 7""";155 lbs.;"70""";Dec 08, 1981;Clay Guida;"5' 8""";155 lbs.;"72""";Sep 23, 1984
UFC Fight Night: Cannonier vs. Gastelum;Parker Porter;"6' 4""";250 lbs.;"78""";Nov 16, 1989;Chase Sherman;"6' 0""";265 lbs.;"75""";Apr 22, 1985
UFC Fight Night: Cannonier vs. Gastelum;Saidyokub Kakhramonov;"5' 7""";135 lbs.;"70""";Aug 04, 1990;Trevin Jones;"5' 8""";135 lbs.;"69""";Nov 14, 1995
UFC Fight Night: Cannonier vs. Gastelum;Vinc Pichel;"5' 10""";155 lbs.;"71""";Dec 22, 1991;Austin Hubbard;"5' 10""";155 lbs.;"72""";Nov 23, 1982
UFC Fight Night: Cannonier vs. Gastelum;Alexandre Pantoja;"5' 9""";125 lbs.;"68""";Aug 16, 1992;Brandon Royval;"5' 5""";125 lbs.;"67""";Apr 16, 1990
UFC Fight Night: Cannonier vs. Gastelum;Austin Lingo;"5' 11""";145 lbs.;"73""";Jan 27, 1991;Luis Saldana;"5' 10""";145 lbs.;"70""";Jul 10, 1994
UFC Fight Night: Cannonier vs. Gastelum;Brian Kelleher;"6' 0""";135 lbs.;"73""";Jan 05, 1990;Domingo Pilarte;"5' 6""";145 lbs.;"66""";Aug 19, 1986
UFC Fight Night: Cannonier vs. Gastelum;Josiane Nunes;"5' 9""";135 lbs.;"74""";Aug 23, 1991;Bea Malecki;"5' 2""";145 lbs.;"67""";Dec 23, 1993
UFC Fight Night: Cannonier vs. Gastelum;William Knight;"6' 1""";205 lbs.;"74""";Nov 25, 1994;Fabio Cherant;"5' 10""";205 lbs.;"73""";Apr 03, 1988
UFC Fight Night: Cannonier vs. Gastelum;Ignacio Bahamondes;"6' 2""";155 lbs.;"73""";Feb 11, 1994;Roosevelt Roberts;"6' 3""";155 lbs.;"75""";Aug 27, 1997
UFC Fight Night: Cannonier vs. Gastelum;Ramiz Brahimaj;"6' 1""";170 lbs.;"72""";Mar 15, 1989;Sasha Palatnikov;"5' 10""";170 lbs.;"72""";Nov 17, 1992
UFC 265: Lewis vs. Gane;Ciryl Gane;"6' 3""";260 lbs.;"79""";Feb 07, 1985;Derrick Lewis;"6' 4""";245 lbs.;"81""";Apr 12, 1990
UFC 265: Lewis vs. Gane;Jose Aldo;"5' 6""";135 lbs.;"65""";Sep 07, 1986;Pedro Munhoz;"5' 7""";135 lbs.;"70""";Sep 09, 1986
UFC 265: Lewis vs. Gane;Vicente Luque;"6' 1""";170 lbs.;"75""";Dec 07, 1987;Michael Chiesa;"5' 11""";170 lbs.;"75""";Nov 27, 1991
UFC 265: Lewis vs. Gane;Tecia Torres;"5' 3""";115 lbs.;"64""";Jan 12, 1985;Angela Hill;"5' 1""";115 lbs.;"60""";Aug 16, 1989
UFC 265: Lewis vs. Gane;Song Yadong;"5' 7""";135 lbs.;"68""";Mar 20, 1991;Casey Kenney;"5' 8""";135 lbs.;"67""";Dec 02, 1997
UFC Fight Night: Sandhagen vs. Dillashaw;TJ Dillashaw;"5' 11""";135 lbs.;"70""";Apr 20, 1992;Cory Sandhagen;"5' 6""";135 lbs.;"67""";Feb 07, 1986
UFC Fight Night: Sandhagen vs. Dillashaw;Raulian Paiva;"5' 8""";135 lbs.;"72""";Jun 12, 1995;Kyler Phillips;"5' 8""";135 lbs.;"69""";Oct 17, 1995
UFC Fight Night: Sandhagen vs. Dillashaw;Darren Elkins;"5' 7""";145 lbs.;"69""";Apr 28, 1990;Darrick Minner;"5' 10""";145 lbs.;"71""";May 16, 1984
UFC 265: Lewis vs. Gane;Rafael Fiziev;"5' 10""";155 lbs.;"71""";Sep 09, 1986;Bobby Green;"5' 8""";155 lbs.;"71""";Mar 05, 1993
UFC 265: Lewis vs. Gane;Vince Morales;"5' 8""";135 lbs.;"69""";Jun 16, 1996;Drako Rodriguez;"5' 7""";135 lbs.;"70""";Nov 12, 1990
UFC 265: Lewis vs. Gane;Alonzo Menifield;"6' 1""";205 lbs.;"77""";Oct 02, 1980;Ed Herman;"6' 0""";205 lbs.;"76""";Oct 18, 1987
UFC Fight Night: Sandhagen vs. Dillashaw;Maycee Barber;"5' 3""";125 lbs.;"65""";Jul 01, 1997;Miranda Maverick;"5' 5""";125 lbs.;"65""";May 18, 1998
UFC Fight Night: Sandhagen vs. Dillashaw;Adrian Yanez;"5' 9""";135 lbs.;"73""";Jul 06, 1994;Randy Costa;"5' 7""";135 lbs.;"70""";Nov 29, 1993
UFC Fight Night: Sandhagen vs. Dillashaw;Brendan Allen;"5' 11""";185 lbs.;"72""";Nov 22, 1992;Punahele Soriano;"6' 2""";185 lbs.;"75""";Dec 28, 1995
UFC 265: Lewis vs. Gane;Jessica Penne;"5' 3""";115 lbs.;"64""";Oct 15, 1985;Karolina Kowalkiewicz;"5' 5""";115 lbs.;"67""";Jan 30, 1983
UFC 265: Lewis vs. Gane;Manel Kape;"5' 7""";125 lbs.;"73""";Jan 09, 1992;Ode Osbourne;"5' 5""";125 lbs.;"68""";Nov 14, 1993
UFC 265: Lewis vs. Gane;Miles Johns;"5' 5""";135 lbs.;"70""";Jul 24, 1985;Anderson Dos Santos;"5' 7""";135 lbs.;"66""";Mar 30, 1994
UFC Fight Night: Sandhagen vs. Dillashaw;Nassourdine Imavov;"5' 11""";185 lbs.;"72""";Aug 05, 1988;Ian Heinisch;"6' 3""";185 lbs.;"75""";Mar 01, 1995
UFC Fight Night: Sandhagen vs. Dillashaw;Mickey Gall;"6' 1""";185 lbs.;"75""";Oct 13, 1990;Jordan Williams;"6' 2""";170 lbs.;"74""";Jan 22, 1992
UFC Fight Night: Sandhagen vs. Dillashaw;Julio Arce;"5' 8""";145 lbs.;"75""";Jan 21, 1988;Andre Ewell;"5' 7""";135 lbs.;"70""";Oct 27, 1989
UFC 265: Lewis vs. Gane;Melissa Gatto;"5' 5""";125 lbs.;"64""";Feb 16, 1990;Victoria Leonardo;"5' 5""";125 lbs.;"69""";May 02, 1996
UFC 265: Lewis vs. Gane;Johnny Munoz;"5' 6""";135 lbs.;"70""";Sep 11, 1992;Jamey Simmons;"5' 9""";135 lbs.;"71""";Feb 16, 1993
UFC Fight Night: Sandhagen vs. Dillashaw;Sijara Eubanks;"5' 3""";115 lbs.;"63""";Dec 05, 1992;Elise Reed;"5' 4""";125 lbs.;"67""";Apr 27, 1985
UFC Fight Night: Sandhagen vs. Dillashaw;Diana Belbita;"5' 4""";115 lbs.;"61""";May 18, 1992;Hannah Goldy;"5' 7""";115 lbs.;"68""";Jun 26, 1996
UFC Fight Night: Gane vs. Volkov;Ciryl Gane;"6' 7""";250 lbs.;"80""";Oct 24, 1988;Alexander Volkov;"6' 4""";245 lbs.;"81""";Apr 12, 1990
UFC Fight Night: Gane vs. Volkov;Tanner Boser;"6' 3""";205 lbs.;"80""";Apr 08, 1983;Ovince Saint Preux;"6' 2""";255 lbs.;"75""";Aug 02, 1991
UFC Fight Night: Gane vs. Volkov;Timur Valiev;"5' 7""";135 lbs.;"67""";May 01, 1987;Raoni Barcelos;"5' 6""";135 lbs.;"67""";Jan 19, 1990
UFC Fight Night: Gane vs. Volkov;Andre Fili;"5' 7""";145 lbs.;"69""";Aug 06, 1985;Daniel Pineda;"5' 11""";145 lbs.;"74""";Jun 25, 1990
UFC Fight Night: Gane vs. Volkov;Tim Means;"5' 11""";170 lbs.;"74""";Nov 16, 1984;Nicolas Dalby;"6' 2""";170 lbs.;"75""";Feb 20, 1984
UFC Fight Night: Gane vs. Volkov;Renato Moicano;"6' 1""";155 lbs.;"77""";May 13, 1988;Jai Herbert;"5' 11""";155 lbs.;"72""";May 21, 1989
UFC Fight Night: Gane vs. Volkov;Kennedy Nzechukwu;"6' 6""";205 lbs.;"77""";Dec 26, 1985;Danilo Marques;"6' 5""";205 lbs.;"83""";Jun 13, 1992
UFC Fight Night: Gane vs. Volkov;Shavkat Rakhmonov;"5' 6""";170 lbs.;"67""";Jul 25, 1981;Michel Prazeres;"6' 1""";170 lbs.;"77""";Oct 23, 1994
UFC Fight Night: Gane vs. Volkov;Jeremiah Wells;"5' 11""";170 lbs.;"72""";Jan 04, 1991;Warlley Alves;"5' 9""";170 lbs.;"74""";Oct 30, 1986
UFC Fight Night: Gane vs. Volkov;Marcin Prachnio;"6' 1""";205 lbs.;"73""";Apr 04, 1984;Ike Villanueva;"6' 3""";205 lbs.;"74""";Jul 14, 1988
UFC Fight Night: Gane vs. Volkov;Julia Avila;"5' 7""";135 lbs.;"66""";Apr 08, 1993;Julija Stoliarenko;"5' 7""";135 lbs.;"68""";May 11, 1988
UFC Fight Night: Gane vs. Volkov;Charles Rosa;"5' 7""";145 lbs.;"68""";Aug 10, 1989;Justin Jaynes;"5' 9""";145 lbs.;"69""";Aug 24, 1986
UFC Fight Night: Gane vs. Volkov;Damir Hadzovic;"5' 10""";155 lbs.;"75""";Sep 07, 1987;Yancy Medeiros;"5' 9""";155 lbs.;"70""";Aug 08, 1986
UFC Fight Night: Brunson vs. Till;Derek Brunson;"6' 0""";185 lbs.;"74""";Dec 24, 1992;Darren Till;"6' 1""";185 lbs.;"77""";Jan 04, 1984
UFC Fight Night: Brunson vs. Till;Tom Aspinall;"6' 3""";260 lbs.;"78""";Jan 24, 1995;Serghei Spivac;"6' 5""";256 lbs.;"78""";Apr 11, 1993
UFC Fight Night: Brunson vs. Till;Alex Morono;"6' 0""";170 lbs.;"75""";Aug 01, 1990;David Zawada;"5' 11""";170 lbs.;"72""";Aug 16, 1990
UFC Fight Night: Brunson vs. Till;Khalil Rountree Jr.;"6' 3""";205 lbs.;"78""";Feb 10, 1994;Modestas Bukauskas;"6' 1""";205 lbs.;"76""";Feb 26, 1990
UFC Fight Night: Brunson vs. Till;Paddy Pimblett;"5' 8""";155 lbs.;"73""";Jan 16, 1996;Luigi Vendramini;"5' 10""";155 lbs.;"73""";Jan 03, 1995
UFC Fight Night: Brunson vs. Till;Molly McCann;"5' 7""";125 lbs.;"72""";Oct 18, 1989;Ji Yeon Kim;"5' 4""";125 lbs.;"62""";May 04, 1990
UFC Fight Night: Hall vs. Strickland;Sean Strickland;"6' 0""";185 lbs.;"79""";Jul 31, 1984;Uriah Hall;"6' 1""";185 lbs.;"76""";Feb 27, 1991
UFC Fight Night: Hall vs. Strickland;Cheyanne Vlismas;"5' 5""";115 lbs.;"67""";Jun 10, 1995;Gloria de Paula;"5' 3""";115 lbs.;"63""";Jun 25, 1995
UFC Fight Night: Rozenstruik vs. Sakai;Jairzinho Rozenstruik;"6' 3""";265 lbs.;"77""";May 09, 1991;Augusto Sakai;"6' 2""";242 lbs.;"78""";Mar 17, 1988
UFC Fight Night: Rozenstruik vs. Sakai;Marcin Tybura;"6' 5""";250 lbs.;"77""";Jun 10, 1983;Walt Harris;"6' 3""";249 lbs.;"78""";Nov 09, 1985
UFC Fight Night: Rozenstruik vs. Sakai;Roman Dolidze;"6' 1""";185 lbs.;"71""";Feb 27, 1993;Laureano Staropoli;"6' 2""";185 lbs.;"76""";Jul 15, 1988
UFC Fight Night: Brunson vs. Till;Jack Shore;"5' 10""";135 lbs.;"71""";Jan 20, 1990;Liudvik Sholinian;"5' 8""";135 lbs.;"71""";Feb 06, 1995
UFC Fight Night: Brunson vs. Till;Julian Erosa;"5' 9""";145 lbs.;"69""";Nov 27, 1995;Charles Jourdain;"6' 1""";145 lbs.;"74""";Jul 31, 1989
UFC Fight Night: Brunson vs. Till;Marc-Andre Barriault;"5' 8""";185 lbs.;"76""";Jul 31, 1987;Dalcha Lungiambula;"6' 1""";185 lbs.;"74""";Feb 18, 1990
UFC Fight Night: Hall vs. Strickland;Jared Gooden;"6' 0""";170 lbs.;"75""";Dec 28, 1992;Niklas Stolze;"6' 0""";170 lbs.;"77""";Dec 05, 1993
UFC Fight Night: Hall vs. Strickland;Melsik Baghdasaryan;"5' 9""";145 lbs.;"71""";Feb 20, 1993;Collin Anglin;"5' 9""";145 lbs.;"70""";Jan 28, 1992
UFC Fight Night: Hall vs. Strickland;Jason Witt;"6' 0""";170 lbs.;"72""";May 03, 1989;Bryan Barberena;"5' 10""";170 lbs.;"70""";Nov 07, 1986
UFC Fight Night: Rozenstruik vs. Sakai;Santiago Ponzinibbio;"6' 2""";170 lbs.;"74""";Aug 23, 1992;Miguel Baeza;"6' 0""";170 lbs.;"73""";Sep 26, 1986
UFC Fight Night: Rozenstruik vs. Sakai;Gregory Rodrigues;"6' 1""";185 lbs.;"74""";May 19, 1994;Dusko Todorovic;"6' 3""";185 lbs.;"75""";Feb 17, 1992
UFC Fight Night: Rozenstruik vs. Sakai;Montana De La Rosa;"5' 6""";125 lbs.;"67""";Jan 26, 1994;Ariane Lipski;"5' 7""";125 lbs.;"68""";Feb 14, 1995
UFC Fight Night: Hall vs. Strickland;Chris Gruetzemacher;"5' 7""";155 lbs.;"70""";Aug 05, 1994;Rafa Garcia;"5' 8""";155 lbs.;"68""";Jun 16, 1986
UFC Fight Night: Hall vs. Strickland;Danny Chavez;"5' 7""";145 lbs.;"69""";Jan 05, 1995;Kai Kamaka;"5' 8""";145 lbs.;"67""";Mar 14, 1987
UFC Fight Night: Hall vs. Strickland;Jinh Yu Frey;"5' 7""";115 lbs.;"69""";Oct 20, 1987;Ashley Yoder;"5' 3""";115 lbs.;"65""";May 20, 1985
UFC Fight Night: Rozenstruik vs. Sakai;Ilir Latifi;"6' 2""";255 lbs.;"75""";Aug 02, 1991;Tanner Boser;"5' 10""";230 lbs.;"73""";Jul 28, 1982
UFC Fight Night: Rozenstruik vs. Sakai;Muslim Salikhov;"5' 9""";170 lbs.;"70""";Aug 24, 1978;Francisco Trinaldo;"5' 11""";170 lbs.;"70""";Jun 09, 1984
UFC Fight Night: Rozenstruik vs. Sakai;Kamuela Kirk;"5' 10""";145 lbs.;"72""";Nov 08, 1988;Makwan Amirkhani;"5' 10""";145 lbs.;"75""";Apr 13, 1994
UFC Fight Night: Hall vs. Strickland;Zarrukh Adashev;"5' 5""";125 lbs.;"68""";Aug 25, 1989;Ryan Benoit;"5' 5""";125 lbs.;"65""";Jul 29, 1992
UFC Fight Night: Hall vs. Strickland;Phil Rowe;"5' 11""";170 lbs.;"71""";Jul 15, 1994;Orion Cosce;"6' 3""";170 lbs.;"80""";Jul 18, 1990
UFC Fight Night: Barboza vs. Chikadze;Giga Chikadze;"5' 11""";145 lbs.;"75""";Jan 21, 1986;Edson Barboza;"6' 0""";145 lbs.;"74""";Aug 25, 1988
UFC Fight Night: Barboza vs. Chikadze;Bryan Battle;"6' 3""";185 lbs.;"75""";Apr 05, 1996;Gilbert Urbina;"6' 1""";185 lbs.;"77""";Sep 21, 1994
UFC Fight Night: Barboza vs. Chikadze;Ricky Turcios;"5' 8""";135 lbs.;"71""";Apr 30, 1999;Brady Hiestand;"5' 9""";135 lbs.;"71""";Jun 05, 1993
UFC Fight Night: Rozenstruik vs. Sakai;Alan Patrick;"5' 10""";155 lbs.;"74""";Apr 26, 1995;Mason Jones;"5' 11""";155 lbs.;"74""";Jul 19, 1983
UFC Fight Night: Rozenstruik vs. Sakai;Manon Fiorot;"5' 1""";115 lbs.;"61""";Feb 21, 1995;Tabatha Ricci;"5' 7""";125 lbs.;"65""";Feb 17, 1990
UFC Fight Night: Rozenstruik vs. Sakai;Sean Woodson;"5' 10""";145 lbs.;"72""";Sep 04, 1996;Youssef Zalal;"6' 2""";145 lbs.;"78""";Jun 07, 1992
UFC Fight Night: Rozenstruik vs. Sakai;Claudio Puelles;"5' 9""";155 lbs.;"71""";Jun 02, 1995;Jordan Leavitt;"5' 10""";155 lbs.;"72""";Apr 21, 1996
UFC Fight Night: Barboza vs. Chikadze;Daniel Rodriguez;"5' 9""";170 lbs.;"77""";Sep 04, 1992;Kevin Lee;"6' 1""";170 lbs.;"74""";Dec 31, 1986
UFC Fight Night: Barboza vs. Chikadze;Andre Petroski;"5' 11""";170 lbs.;"72""";Mar 28, 1987;Micheal Gillmore;"6' 0""";185 lbs.;"73""";Jun 12, 1991
UFC Fight Night: Barboza vs. Chikadze;Gerald Meerschaert;"6' 2""";185 lbs.;"75""";Feb 08, 1990;Makhmud Muradov;"6' 1""";185 lbs.;"77""";Dec 18, 1987
UFC Fight Night: Barboza vs. Chikadze;Abdul Razak Alhassan;"6' 0""";185 lbs.;"74""";Dec 12, 1989;Alessio Di Chirico;"5' 10""";185 lbs.;"73""";Aug 11, 1985
UFC Fight Night: Barboza vs. Chikadze;Wellington Turman;"6' 2""";185 lbs.;"75""";May 06, 1986;Sam Alvey;"6' 0""";185 lbs.;"72""";Jul 22, 1996
UFC Fight Night: Barboza vs. Chikadze;Dustin Jacoby;"6' 0""";205 lbs.;"74""";Dec 30, 1990;Darren Stewart;"6' 3""";205 lbs.;"76""";Apr 04, 1988
UFC Fight Night: Barboza vs. Chikadze;JJ Aldrich;"5' 2""";125 lbs.;"59""";Sep 22, 1988;Vanessa Demopoulos;"5' 5""";125 lbs.;"67""";Sep 29, 1992
UFC Fight Night: Barboza vs. Chikadze;Pat Sabatini;"5' 10""";145 lbs.;"74""";Jul 24, 1989;Jamall Emmers;"5' 8""";145 lbs.;"70""";Nov 09, 1990
UFC Fight Night: Barboza vs. Chikadze;Mana Martinez;"5' 6""";135 lbs.;"68""";Dec 19, 1979;Guido Cannetti;"5' 10""";135 lbs.;"70""";Mar 25, 1996
UFC 266: Volkanovski vs. Ortega;Alexander Volkanovski;"5' 8""";145 lbs.;"69""";Feb 21, 1991;Brian Ortega;"5' 6""";145 lbs.;"71""";Sep 29, 1988
UFC 266: Volkanovski vs. Ortega;Valentina Shevchenko;"5' 5""";125 lbs.;"67""";Jul 27, 1983;Lauren Murphy;"5' 5""";125 lbs.;"66""";Mar 07, 1988
UFC 266: Volkanovski vs. Ortega;Robbie Lawler;"6' 1""";170 lbs.;"76""";Aug 02, 1983;Nick Diaz;"5' 11""";170 lbs.;"74""";Mar 20, 1982
UFC 266: Volkanovski vs. Ortega;Curtis Blaydes;"6' 2""";242 lbs.;"78""";Mar 17, 1988;Jairzinho Rozenstruik;"6' 4""";265 lbs.;"80""";Feb 18, 1991
UFC 266: Volkanovski vs. Ortega;Jessica Andrade;"5' 4""";125 lbs.;"64""";Jul 13, 1987;Cynthia Calvillo;"5' 1""";125 lbs.;"62""";Sep 25, 1991
UFC 266: Volkanovski vs. Ortega;Merab Dvalishvili;"5' 6""";135 lbs.;"67""";Apr 26, 1988;Marlon Moraes;"5' 6""";135 lbs.;"68""";Jan 10, 1991
UFC 266: Volkanovski vs. Ortega;Dan Hooker;"5' 10""";155 lbs.;"72""";Aug 22, 1995;Nasrat Haqparast;"6' 0""";145 lbs.;"75""";Feb 13, 1990
UFC 266: Volkanovski vs. Ortega;Chris Daukaus;"6' 3""";235 lbs.;"76""";Sep 02, 1981;Shamil Abdurakhimov;"6' 3""";250 lbs.;"76""";Sep 25, 1989
UFC 266: Volkanovski vs. Ortega;Taila Santos;"5' 7""";125 lbs.;"69""";Sep 24, 1982;Roxanne Modafferi;"5' 6""";125 lbs.;"68""";Jun 22, 1993
UFC 266: Volkanovski vs. Ortega;Jalin Turner;"6' 1""";155 lbs.;"71""";Apr 25, 1993;Uros Medic;"6' 3""";155 lbs.;"77""";May 18, 1995
UFC 266: Volkanovski vs. Ortega;Nick Maximov;"6' 0""";185 lbs.;"72""";May 16, 1994;Cody Brundage;"6' 0""";185 lbs.;"76""";Dec 23, 1997
UFC 266: Volkanovski vs. Ortega;Matthew Semelsberger;"5' 11""";170 lbs.;"75""";May 30, 1991;Martin Sano;"6' 1""";170 lbs.;"75""";Nov 23, 1992
UFC 266: Volkanovski vs. Ortega;Jonathan Pearce;"5' 11""";145 lbs.;"73""";Oct 17, 1985;Omar Morales;"6' 0""";145 lbs.;"71""";May 01, 1992
UFC Fight Night: Smith vs. Spann;Anthony Smith;"6' 5""";205 lbs.;"79""";Aug 24, 1991;Ryan Spann;"6' 4""";205 lbs.;"76""";Jul 26, 1988
UFC Fight Night: Smith vs. Spann;Ion Cutelaba;"6' 0""";205 lbs.;"75""";Apr 12, 1990;Devin Clark;"6' 1""";205 lbs.;"75""";Dec 14, 1993
UFC Fight Night: Smith vs. Spann;Ariane Lipski;"5' 7""";125 lbs.;"71""";Jul 30, 1989;Mandy Bohm;"5' 6""";125 lbs.;"67""";Jan 26, 1994
UFC Fight Night: Smith vs. Spann;Arman Tsarukyan;"5' 10""";155 lbs.;"71""";Jan 23, 1990;Christos Giagos;"5' 7""";155 lbs.;"72""";Oct 11, 1996
UFC Fight Night: Smith vs. Spann;Nate Maness;"5' 5""";135 lbs.;"69""";Sep 28, 1991;Tony Gravely;"5' 10""";135 lbs.;"72""";Jun 27, 1991
UFC Fight Night: Smith vs. Spann;Joaquin Buckley;"6' 3""";185 lbs.;"73""";Jul 01, 1989;Antonio Arroyo;"5' 10""";185 lbs.;"76""";Apr 27, 1994
UFC Fight Night: Smith vs. Spann;Tafon Nchukwi;"6' 4""";205 lbs.;"82""";Nov 28, 1988;Mike Rodriguez;"6' 0""";205 lbs.;"77""";Oct 14, 1994
UFC Fight Night: Smith vs. Spann;Raquel Pennington;"5' 7""";135 lbs.;"66""";Dec 08, 1991;Pannie Kianzad;"5' 7""";135 lbs.;"67""";Sep 05, 1988
UFC Fight Night: Smith vs. Spann;Rong Zhu;"6' 0""";155 lbs.;"71""";Sep 30, 1991;Brandon Jenkins;"5' 9""";155 lbs.;"71""";Mar 07, 2000
UFC Fight Night: Smith vs. Spann;Montel Jackson;"5' 5""";135 lbs.;"67""";Apr 30, 1996;JP Buys;"5' 10""";135 lbs.;"75""";Apr 24, 1992
UFC Fight Night: Smith vs. Spann;Erin Blanchfield;"5' 4""";135 lbs.;"63""";Jun 01, 1991;Sarah Alpar;"5' 4""";125 lbs.;"66""";May 04, 1999
UFC Fight Night: Smith vs. Spann;Carlston Harris;"5' 11""";170 lbs.;"75""";Jan 17, 1994;Impa Kasanganay;"6' 0""";170 lbs.;"76""";Jul 09, 1987
UFC Fight Night: Smith vs. Spann;Gustavo Lopez;"5' 5""";135 lbs.;"66""";Dec 14, 1991;Alatengheili;"5' 5""";135 lbs.;"67""";Jun 27, 1989
UFC Fight Night: Smith vs. Spann;Hannah Goldy;"5' 5""";125 lbs.;"63""";May 24, 1991;Emily Whitmire;"5' 4""";115 lbs.;"61""";May 18, 1992
UFC Fight Night: Dern vs. Rodriguez;Marina Rodriguez;"5' 4""";115 lbs.;"63""";Mar 24, 1993;Mackenzie Dern;"5' 6""";115 lbs.;"65""";Apr 29, 1987
UFC Fight Night: Dern vs. Rodriguez;Randy Brown;"6' 0""";170 lbs.;"77""";Dec 05, 1993;Jared Gooden;"6' 3""";170 lbs.;"78""";Jul 08, 1990
